1500 20
1 1 10
1 2 8
1 3 7
1 4 9
1 5 6
1 6 7
1 7 1
1 8 7
1 9 4
1 10 6
1 11 8
1 12 3
1 13 4
1 14 5
1 15 6
1 16 3
1 17 7
1 18 10
1 19 6
1 20 7
2 1 4
2 2 8
2 3 2
2 4 8
2 5 10
2 6 4
2 7 9
2 8 2
2 9 8
2 10 8
2 11 1
2 12 3
2 13 8
2 14 8
2 15 5
2 16 4
2 17 4
2 18 1
2 19 2
2 20 9
3 1 3
3 2 3
3 3 9
3 4 4
3 5 8
3 6 5
3 7 6
3 8 4
3 9 1
3 10 9
3 11 7
3 12 4
3 13 1
3 14 6
3 15 2
3 16 7
3 17 1
3 18 9
3 19 2
3 20 2
4 1 9
4 2 4
4 3 7
4 4 1
4 5 7
4 6 9
4 7 2
4 8 2
4 9 6
4 10 8
4 11 1
4 12 2
4 13 3
4 14 8
4 15 10
4 16 1
4 17 6
4 18 10
4 19 3
4 20 7
5 1 2
5 2 10
5 3 6
5 4 2
5 5 6
5 6 4
5 7 5
5 8 2
5 9 7
5 10 5
5 11 10
5 12 6
5 13 2
5 14 5
5 15 9
5 16 8
5 17 2
5 18 1
5 19 10
5 20 5
6 1 7
6 2 2
6 3 5
6 4 4
6 5 10
6 6 8
6 7 6
6 8 2
6 9 7
6 10 9
6 11 4
6 12 7
6 13 9
6 14 10
6 15 5
6 16 2
6 17 1
6 18 2
6 19 1
6 20 2
7 1 8
7 2 4
7 3 8
7 4 3
7 5 9
7 6 5
7 7 9
7 8 1
7 9 7
7 10 3
7 11 10
7 12 8
7 13 2
7 14 3
7 15 9
7 16 2
7 17 6
7 18 3
7 19 7
7 20 6
8 1 10
8 2 8
8 3 10
8 4 2
8 5 10
8 6 9
8 7 6
8 8 9
8 9 7
8 10 6
8 11 3
8 12 3
8 13 7
8 14 8
8 15 1
8 16 3
8 17 7
8 18 8
8 19 10
8 20 5
9 1 2
9 2 9
9 3 3
9 4 8
9 5 6
9 6 7
9 7 1
9 8 1
9 9 2
9 10 9
9 11 2
9 12 8
9 13 7
9 14 1
9 15 9
9 16 3
9 17 9
9 18 10
9 19 6
9 20 10
10 1 4
10 2 2
10 3 2
10 4 6
10 5 10
10 6 2
10 7 7
10 8 4
10 9 4
10 10 10
10 11 1
10 12 8
10 13 9
10 14 9
10 15 4
10 16 5
10 17 6
10 18 6
10 19 6
10 20 10
11 1 2
11 2 1
11 3 8
11 4 3
11 5 8
11 6 1
11 7 7
11 8 5
11 9 9
11 10 1
11 11 9
11 12 1
11 13 2
11 14 6
11 15 5
11 16 2
11 17 9
11 18 1
11 19 7
11 20 2
12 1 4
12 2 7
12 3 10
12 4 5
12 5 1
12 6 9
12 7 9
12 8 3
12 9 3
12 10 4
12 11 9
12 12 4
12 13 7
12 14 10
12 15 7
12 16 6
12 17 4
12 18 3
12 19 8
12 20 7
13 1 8
13 2 2
13 3 1
13 4 5
13 5 2
13 6 1
13 7 8
13 8 2
13 9 10
13 10 5
13 11 2
13 12 8
13 13 6
13 14 7
13 15 10
13 16 6
13 17 6
13 18 1
13 19 2
13 20 5
14 1 5
14 2 3
14 3 5
14 4 7
14 5 9
14 6 8
14 7 4
14 8 5
14 9 5
14 10 5
14 11 10
14 12 10
14 13 6
14 14 3
14 15 1
14 16 8
14 17 6
14 18 6
14 19 10
14 20 2
15 1 4
15 2 9
15 3 8
15 4 8
15 5 1
15 6 1
15 7 3
15 8 2
15 9 6
15 10 3
15 11 3
15 12 2
15 13 2
15 14 5
15 15 6
15 16 6
15 17 2
15 18 10
15 19 10
15 20 5
16 1 5
16 2 2
16 3 1
16 4 7
16 5 6
16 6 6
16 7 8
16 8 7
16 9 8
16 10 3
16 11 9
16 12 2
16 13 2
16 14 7
16 15 10
16 16 6
16 17 2
16 18 9
16 19 2
16 20 9
17 1 10
17 2 3
17 3 10
17 4 8
17 5 3
17 6 5
17 7 4
17 8 5
17 9 5
17 10 10
17 11 5
17 12 8
17 13 5
17 14 10
17 15 5
17 16 5
17 17 4
17 18 3
17 19 10
17 20 8
18 1 5
18 2 1
18 3 10
18 4 10
18 5 4
18 6 3
18 7 4
18 8 8
18 9 1
18 10 4
18 11 8
18 12 10
18 13 3
18 14 3
18 15 7
18 16 5
18 17 8
18 18 3
18 19 1
18 20 6
19 1 2
19 2 6
19 3 3
19 4 1
19 5 3
19 6 7
19 7 2
19 8 6
19 9 5
19 10 9
19 11 7
19 12 4
19 13 3
19 14 2
19 15 4
19 16 8
19 17 10
19 18 9
19 19 1
19 20 3
20 1 6
20 2 1
20 3 7
20 4 10
20 5 7
20 6 7
20 7 8
20 8 4
20 9 3
20 10 7
20 11 7
20 12 2
20 13 9
20 14 6
20 15 3
20 16 2
20 17 7
20 18 1
20 19 2
20 20 9
21 1 3
21 2 4
21 3 8
21 4 8
21 5 3
21 6 2
21 7 7
21 8 5
21 9 10
21 10 7
21 11 8
21 12 7
21 13 1
21 14 8
21 15 10
21 16 10
21 17 10
21 18 10
21 19 5
21 20 3
22 1 1
22 2 7
22 3 10
22 4 7
22 5 4
22 6 2
22 7 10
22 8 4
22 9 4
22 10 2
22 11 3
22 12 9
22 13 4
22 14 1
22 15 3
22 16 6
22 17 9
22 18 1
22 19 8
22 20 1
23 1 7
23 2 7
23 3 5
23 4 9
23 5 4
23 6 7
23 7 9
23 8 3
23 9 9
23 10 2
23 11 8
23 12 5
23 13 2
23 14 9
23 15 7
23 16 1
23 17 2
23 18 2
23 19 9
23 20 8
24 1 1
24 2 6
24 3 5
24 4 7
24 5 5
24 6 5
24 7 4
24 8 3
24 9 3
24 10 7
24 11 1
24 12 1
24 13 1
24 14 3
24 15 7
24 16 3
24 17 8
24 18 7
24 19 9
24 20 9
25 1 2
25 2 2
25 3 6
25 4 5
25 5 9
25 6 5
25 7 1
25 8 6
25 9 4
25 10 10
25 11 9
25 12 8
25 13 8
25 14 1
25 15 2
25 16 10
25 17 2
25 18 6
25 19 3
25 20 5
26 1 8
26 2 2
26 3 7
26 4 5
26 5 6
26 6 7
26 7 10
26 8 8
26 9 7
26 10 9
26 11 5
26 12 1
26 13 7
26 14 7
26 15 10
26 16 4
26 17 8
26 18 7
26 19 9
26 20 9
27 1 10
27 2 5
27 3 10
27 4 9
27 5 3
27 6 9
27 7 5
27 8 9
27 9 9
27 10 2
27 11 1
27 12 5
27 13 10
27 14 5
27 15 3
27 16 7
27 17 5
27 18 4
27 19 9
27 20 3
28 1 7
28 2 9
28 3 9
28 4 10
28 5 10
28 6 2
28 7 5
28 8 9
28 9 9
28 10 6
28 11 1
28 12 2
28 13 8
28 14 1
28 15 6
28 16 5
28 17 6
28 18 8
28 19 9
28 20 5
29 1 1
29 2 1
29 3 3
29 4 1
29 5 1
29 6 4
29 7 3
29 8 8
29 9 3
29 10 8
29 11 7
29 12 3
29 13 4
29 14 4
29 15 10
29 16 3
29 17 6
29 18 8
29 19 5
29 20 4
30 1 5
30 2 4
30 3 5
30 4 2
30 5 2
30 6 7
30 7 6
30 8 1
30 9 5
30 10 7
30 11 6
30 12 6
30 13 9
30 14 3
30 15 5
30 16 10
30 17 8
30 18 6
30 19 2
30 20 5
31 1 10
31 2 6
31 3 3
31 4 3
31 5 7
31 6 10
31 7 1
31 8 6
31 9 8
31 10 1
31 11 8
31 12 2
31 13 10
31 14 1
31 15 8
31 16 7
31 17 7
31 18 4
31 19 5
31 20 1
32 1 6
32 2 10
32 3 1
32 4 7
32 5 4
32 6 1
32 7 8
32 8 9
32 9 2
32 10 2
32 11 7
32 12 6
32 13 4
32 14 1
32 15 9
32 16 4
32 17 3
32 18 7
32 19 2
32 20 5
33 1 2
33 2 8
33 3 7
33 4 9
33 5 8
33 6 7
33 7 3
33 8 6
33 9 2
33 10 9
33 11 7
33 12 4
33 13 5
33 14 3
33 15 3
33 16 4
33 17 2
33 18 7
33 19 3
33 20 7
34 1 5
34 2 4
34 3 10
34 4 5
34 5 8
34 6 8
34 7 9
34 8 9
34 9 7
34 10 1
34 11 8
34 12 6
34 13 2
34 14 7
34 15 3
34 16 2
34 17 6
34 18 6
34 19 1
34 20 2
35 1 9
35 2 5
35 3 7
35 4 3
35 5 9
35 6 8
35 7 6
35 8 6
35 9 5
35 10 3
35 11 2
35 12 1
35 13 3
35 14 4
35 15 6
35 16 7
35 17 8
35 18 10
35 19 5
35 20 10
36 1 2
36 2 10
36 3 8
36 4 7
36 5 4
36 6 9
36 7 8
36 8 9
36 9 8
36 10 4
36 11 10
36 12 8
36 13 6
36 14 8
36 15 4
36 16 5
36 17 9
36 18 3
36 19 3
36 20 3
37 1 9
37 2 8
37 3 6
37 4 3
37 5 6
37 6 2
37 7 2
37 8 8
37 9 8
37 10 9
37 11 1
37 12 6
37 13 1
37 14 2
37 15 10
37 16 9
37 17 5
37 18 6
37 19 5
37 20 5
38 1 10
38 2 9
38 3 9
38 4 1
38 5 3
38 6 3
38 7 10
38 8 1
38 9 8
38 10 9
38 11 6
38 12 2
38 13 6
38 14 4
38 15 1
38 16 2
38 17 10
38 18 10
38 19 6
38 20 1
39 1 10
39 2 4
39 3 5
39 4 10
39 5 7
39 6 5
39 7 2
39 8 4
39 9 5
39 10 9
39 11 9
39 12 7
39 13 5
39 14 5
39 15 7
39 16 1
39 17 7
39 18 1
39 19 4
39 20 5
40 1 4
40 2 9
40 3 8
40 4 4
40 5 1
40 6 5
40 7 4
40 8 4
40 9 8
40 10 1
40 11 10
40 12 5
40 13 1
40 14 4
40 15 10
40 16 5
40 17 5
40 18 10
40 19 3
40 20 9
41 1 2
41 2 9
41 3 6
41 4 5
41 5 6
41 6 2
41 7 10
41 8 1
41 9 4
41 10 2
41 11 8
41 12 4
41 13 1
41 14 9
41 15 8
41 16 3
41 17 10
41 18 7
41 19 2
41 20 7
42 1 3
42 2 5
42 3 1
42 4 1
42 5 6
42 6 3
42 7 5
42 8 6
42 9 10
42 10 7
42 11 6
42 12 2
42 13 9
42 14 2
42 15 5
42 16 6
42 17 7
42 18 5
42 19 5
42 20 1
43 1 4
43 2 7
43 3 7
43 4 6
43 5 4
43 6 10
43 7 10
43 8 6
43 9 1
43 10 7
43 11 7
43 12 2
43 13 3
43 14 4
43 15 6
43 16 8
43 17 9
43 18 2
43 19 7
43 20 6
44 1 4
44 2 1
44 3 4
44 4 3
44 5 7
44 6 1
44 7 7
44 8 8
44 9 10
44 10 6
44 11 10
44 12 6
44 13 4
44 14 6
44 15 2
44 16 4
44 17 2
44 18 6
44 19 3
44 20 5
45 1 8
45 2 9
45 3 8
45 4 10
45 5 4
45 6 10
45 7 6
45 8 5
45 9 8
45 10 7
45 11 6
45 12 8
45 13 3
45 14 7
45 15 8
45 16 4
45 17 6
45 18 10
45 19 4
45 20 8
46 1 3
46 2 5
46 3 9
46 4 8
46 5 9
46 6 7
46 7 5
46 8 8
46 9 2
46 10 7
46 11 8
46 12 7
46 13 2
46 14 9
46 15 6
46 16 10
46 17 6
46 18 3
46 19 4
46 20 3
47 1 1
47 2 6
47 3 10
47 4 8
47 5 10
47 6 7
47 7 2
47 8 7
47 9 2
47 10 2
47 11 9
47 12 10
47 13 10
47 14 10
47 15 9
47 16 4
47 17 1
47 18 4
47 19 3
47 20 5
48 1 8
48 2 7
48 3 7
48 4 10
48 5 9
48 6 6
48 7 5
48 8 9
48 9 6
48 10 9
48 11 10
48 12 10
48 13 7
48 14 10
48 15 10
48 16 1
48 17 1
48 18 9
48 19 2
48 20 3
49 1 4
49 2 3
49 3 3
49 4 1
49 5 1
49 6 3
49 7 10
49 8 5
49 9 2
49 10 5
49 11 9
49 12 6
49 13 8
49 14 4
49 15 5
49 16 9
49 17 3
49 18 4
49 19 1
49 20 5
50 1 7
50 2 6
50 3 6
50 4 5
50 5 7
50 6 5
50 7 3
50 8 9
50 9 8
50 10 3
50 11 5
50 12 1
50 13 2
50 14 8
50 15 2
50 16 6
50 17 10
50 18 8
50 19 2
50 20 3
51 1 3
51 2 1
51 3 1
51 4 3
51 5 8
51 6 10
51 7 2
51 8 3
51 9 6
51 10 7
51 11 3
51 12 2
51 13 9
51 14 8
51 15 7
51 16 1
51 17 7
51 18 2
51 19 2
51 20 3
52 1 8
52 2 7
52 3 8
52 4 8
52 5 10
52 6 2
52 7 8
52 8 10
52 9 4
52 10 1
52 11 7
52 12 7
52 13 2
52 14 6
52 15 4
52 16 9
52 17 6
52 18 5
52 19 7
52 20 3
53 1 8
53 2 5
53 3 2
53 4 2
53 5 10
53 6 1
53 7 6
53 8 1
53 9 3
53 10 5
53 11 6
53 12 9
53 13 7
53 14 8
53 15 5
53 16 6
53 17 4
53 18 8
53 19 8
53 20 10
54 1 2
54 2 3
54 3 6
54 4 7
54 5 3
54 6 9
54 7 7
54 8 8
54 9 2
54 10 10
54 11 1
54 12 10
54 13 6
54 14 8
54 15 7
54 16 8
54 17 10
54 18 1
54 19 3
54 20 10
55 1 9
55 2 7
55 3 9
55 4 8
55 5 2
55 6 4
55 7 9
55 8 4
55 9 1
55 10 5
55 11 1
55 12 1
55 13 1
55 14 4
55 15 2
55 16 2
55 17 2
55 18 3
55 19 6
55 20 5
56 1 4
56 2 9
56 3 4
56 4 8
56 5 3
56 6 9
56 7 7
56 8 8
56 9 10
56 10 5
56 11 5
56 12 3
56 13 3
56 14 2
56 15 5
56 16 3
56 17 3
56 18 7
56 19 3
56 20 9
57 1 10
57 2 3
57 3 4
57 4 8
57 5 1
57 6 10
57 7 5
57 8 4
57 9 10
57 10 2
57 11 10
57 12 4
57 13 10
57 14 1
57 15 9
57 16 2
57 17 2
57 18 5
57 19 2
57 20 10
58 1 6
58 2 5
58 3 9
58 4 1
58 5 6
58 6 10
58 7 1
58 8 6
58 9 10
58 10 9
58 11 9
58 12 2
58 13 5
58 14 9
58 15 7
58 16 5
58 17 1
58 18 9
58 19 4
58 20 10
59 1 8
59 2 4
59 3 5
59 4 4
59 5 6
59 6 7
59 7 2
59 8 10
59 9 5
59 10 8
59 11 4
59 12 10
59 13 10
59 14 9
59 15 1
59 16 6
59 17 1
59 18 5
59 19 10
59 20 8
60 1 8
60 2 2
60 3 8
60 4 8
60 5 2
60 6 6
60 7 7
60 8 1
60 9 1
60 10 1
60 11 2
60 12 1
60 13 3
60 14 5
60 15 10
60 16 6
60 17 1
60 18 7
60 19 4
60 20 1
61 1 6
61 2 5
61 3 2
61 4 6
61 5 3
61 6 1
61 7 4
61 8 3
61 9 6
61 10 7
61 11 8
61 12 1
61 13 1
61 14 8
61 15 5
61 16 3
61 17 5
61 18 10
61 19 5
61 20 9
62 1 3
62 2 10
62 3 1
62 4 6
62 5 2
62 6 5
62 7 4
62 8 3
62 9 2
62 10 1
62 11 6
62 12 3
62 13 10
62 14 2
62 15 5
62 16 9
62 17 8
62 18 1
62 19 10
62 20 2
63 1 3
63 2 9
63 3 6
63 4 4
63 5 5
63 6 3
63 7 8
63 8 6
63 9 3
63 10 8
63 11 9
63 12 4
63 13 4
63 14 6
63 15 6
63 16 10
63 17 6
63 18 9
63 19 9
63 20 2
64 1 2
64 2 2
64 3 5
64 4 9
64 5 3
64 6 3
64 7 3
64 8 7
64 9 7
64 10 6
64 11 2
64 12 4
64 13 1
64 14 4
64 15 10
64 16 7
64 17 1
64 18 1
64 19 5
64 20 3
65 1 10
65 2 2
65 3 4
65 4 3
65 5 4
65 6 9
65 7 9
65 8 8
65 9 10
65 10 6
65 11 3
65 12 9
65 13 1
65 14 8
65 15 5
65 16 6
65 17 5
65 18 10
65 19 5
65 20 5
66 1 2
66 2 1
66 3 5
66 4 9
66 5 4
66 6 4
66 7 7
66 8 9
66 9 10
66 10 6
66 11 9
66 12 1
66 13 2
66 14 10
66 15 2
66 16 7
66 17 3
66 18 9
66 19 5
66 20 3
67 1 5
67 2 4
67 3 7
67 4 3
67 5 3
67 6 4
67 7 6
67 8 8
67 9 9
67 10 7
67 11 6
67 12 6
67 13 6
67 14 4
67 15 9
67 16 8
67 17 6
67 18 8
67 19 6
67 20 9
68 1 10
68 2 1
68 3 7
68 4 6
68 5 8
68 6 9
68 7 2
68 8 5
68 9 5
68 10 9
68 11 9
68 12 7
68 13 6
68 14 2
68 15 3
68 16 2
68 17 9
68 18 10
68 19 10
68 20 4
69 1 7
69 2 10
69 3 6
69 4 5
69 5 1
69 6 6
69 7 7
69 8 8
69 9 2
69 10 6
69 11 3
69 12 3
69 13 1
69 14 2
69 15 4
69 16 1
69 17 9
69 18 5
69 19 1
69 20 7
70 1 5
70 2 9
70 3 1
70 4 9
70 5 7
70 6 10
70 7 5
70 8 7
70 9 10
70 10 9
70 11 7
70 12 8
70 13 8
70 14 7
70 15 10
70 16 5
70 17 1
70 18 7
70 19 10
70 20 5
71 1 8
71 2 2
71 3 1
71 4 4
71 5 1
71 6 10
71 7 1
71 8 1
71 9 3
71 10 3
71 11 9
71 12 8
71 13 6
71 14 9
71 15 4
71 16 10
71 17 4
71 18 8
71 19 9
71 20 10
72 1 1
72 2 1
72 3 5
72 4 3
72 5 10
72 6 9
72 7 7
72 8 5
72 9 2
72 10 5
72 11 2
72 12 2
72 13 7
72 14 8
72 15 5
72 16 2
72 17 4
72 18 6
72 19 10
72 20 10
73 1 4
73 2 5
73 3 4
73 4 2
73 5 10
73 6 7
73 7 7
73 8 3
73 9 6
73 10 2
73 11 10
73 12 2
73 13 4
73 14 8
73 15 3
73 16 3
73 17 9
73 18 4
73 19 1
73 20 8
74 1 9
74 2 6
74 3 5
74 4 7
74 5 9
74 6 10
74 7 4
74 8 10
74 9 1
74 10 9
74 11 1
74 12 4
74 13 5
74 14 10
74 15 7
74 16 3
74 17 9
74 18 7
74 19 6
74 20 5
75 1 9
75 2 7
75 3 9
75 4 2
75 5 7
75 6 8
75 7 4
75 8 1
75 9 10
75 10 2
75 11 10
75 12 5
75 13 9
75 14 2
75 15 5
75 16 1
75 17 8
75 18 8
75 19 10
75 20 6
76 1 3
76 2 8
76 3 7
76 4 10
76 5 8
76 6 6
76 7 9
76 8 4
76 9 7
76 10 1
76 11 5
76 12 9
76 13 1
76 14 7
76 15 2
76 16 8
76 17 6
76 18 9
76 19 3
76 20 6
77 1 5
77 2 3
77 3 1
77 4 6
77 5 6
77 6 9
77 7 5
77 8 2
77 9 3
77 10 5
77 11 5
77 12 7
77 13 6
77 14 9
77 15 9
77 16 8
77 17 1
77 18 7
77 19 1
77 20 10
78 1 7
78 2 9
78 3 5
78 4 8
78 5 1
78 6 5
78 7 9
78 8 7
78 9 3
78 10 8
78 11 4
78 12 5
78 13 10
78 14 3
78 15 9
78 16 6
78 17 8
78 18 2
78 19 5
78 20 7
79 1 8
79 2 7
79 3 2
79 4 8
79 5 4
79 6 7
79 7 1
79 8 3
79 9 8
79 10 9
79 11 2
79 12 7
79 13 10
79 14 8
79 15 1
79 16 6
79 17 7
79 18 9
79 19 6
79 20 7
80 1 3
80 2 1
80 3 8
80 4 1
80 5 2
80 6 10
80 7 9
80 8 5
80 9 7
80 10 3
80 11 7
80 12 7
80 13 1
80 14 1
80 15 8
80 16 2
80 17 5
80 18 7
80 19 6
80 20 6
81 1 4
81 2 4
81 3 4
81 4 9
81 5 7
81 6 2
81 7 10
81 8 6
81 9 10
81 10 2
81 11 7
81 12 7
81 13 5
