500 10
1 1 4
1 2 10
1 3 5
1 4 9
1 5 1
1 6 10
1 7 5
1 8 10
1 9 10
1 10 7
2 1 4
2 2 7
2 3 2
2 4 5
2 5 2
2 6 9
2 7 6
2 8 10
2 9 5
2 10 8
3 1 4
3 2 2
3 3 10
3 4 8
3 5 1
3 6 6
3 7 7
3 8 4
3 9 9
3 10 1
4 1 4
4 2 5
4 3 5
4 4 5
4 5 6
4 6 4
4 7 6
4 8 3
4 9 1
4 10 4
5 1 9
5 2 6
5 3 10
5 4 2
5 5 10
5 6 10
5 7 10
5 8 8
5 9 10
5 10 8
6 1 5
6 2 5
6 3 4
6 4 8
6 5 4
6 6 1
6 7 8
6 8 2
6 9 4
6 10 10
7 1 9
7 2 7
7 3 5
7 4 6
7 5 2
7 6 6
7 7 5
7 8 10
7 9 5
7 10 10
8 1 4
8 2 3
8 3 3
8 4 1
8 5 7
8 6 9
8 7 7
8 8 10
8 9 4
8 10 8
9 1 10
9 2 3
9 3 7
9 4 1
9 5 2
9 6 6
9 7 3
9 8 8
9 9 10
9 10 3
10 1 6
10 2 10
10 3 1
10 4 10
10 5 2
10 6 3
10 7 8
10 8 4
10 9 4
10 10 6
11 1 6
11 2 5
11 3 9
11 4 7
11 5 3
11 6 6
11 7 8
11 8 5
11 9 4
11 10 9
12 1 2
12 2 5
12 3 1
12 4 2
12 5 1
12 6 1
12 7 10
12 8 4
12 9 10
12 10 2
13 1 6
13 2 2
13 3 7
13 4 5
13 5 1
13 6 6
13 7 3
13 8 5
13 9 2
13 10 5
14 1 6
14 2 10
14 3 3
14 4 3
14 5 10
14 6 2
14 7 3
14 8 10
14 9 7
14 10 4
15 1 6
15 2 7
15 3 4
15 4 10
15 5 3
15 6 7
15 7 6
15 8 8
15 9 9
15 10 3
16 1 7
16 2 5
16 3 1
16 4 3
16 5 7
16 6 2
16 7 10
16 8 1
16 9 2
16 10 4
17 1 2
17 2 5
17 3 3
17 4 1
17 5 5
17 6 10
17 7 10
17 8 1
17 9 8
17 10 2
18 1 3
18 2 2
18 3 2
18 4 4
18 5 6
18 6 4
18 7 10
18 8 8
18 9 3
18 10 7
19 1 6
19 2 2
19 3 2
19 4 10
19 5 4
19 6 6
19 7 1
19 8 9
19 9 4
19 10 6
20 1 7
20 2 7
20 3 7
20 4 10
20 5 2
20 6 8
20 7 6
20 8 6
20 9 9
20 10 8
21 1 4
21 2 4
21 3 10
21 4 3
21 5 5
21 6 2
21 7 6
21 8 5
21 9 9
21 10 8
22 1 8
22 2 4
22 3 10
22 4 7
22 5 9
22 6 10
22 7 6
22 8 4
22 9 9
22 10 2
23 1 2
23 2 4
23 3 8
