250 10
1 1 2
1 2 4
1 3 9
1 4 9
1 5 1
1 6 5
1 7 8
1 8 10
1 9 6
1 10 8
2 1 7
2 2 9
2 3 5
2 4 1
2 5 9
2 6 3
2 7 7
2 8 4
2 9 4
2 10 1
3 1 9
3 2 10
3 3 6
3 4 3
3 5 2
3 6 10
3 7 2
3 8 5
3 9 5
3 10 6
4 1 8
4 2 6
4 3 7
4 4 3
4 5 9
4 6 4
4 7 5
4 8 10
4 9 2
4 10 5
5 1 9
5 2 2
5 3 10
5 4 9
5 5 1
5 6 7
5 7 9
5 8 4
5 9 5
5 10 3
6 1 8
6 2 5
6 3 8
6 4 9
6 5 8
6 6 9
6 7 9
6 8 9
6 9 7
6 10 9
7 1 9
7 2 9
7 3 3
7 4 7
7 5 2
7 6 9
7 7 1
7 8 5
7 9 9
7 10 6
8 1 2
8 2 6
8 3 5
8 4 1
8 5 4
8 6 3
8 7 7
8 8 6
8 9 6
8 10 1
9 1 7
9 2 10
9 3 3
9 4 8
9 5 10
9 6 2
9 7 10
9 8 4
9 9 3
9 10 9
10 1 10
10 2 8
10 3 5
10 4 2
10 5 7
10 6 6
10 7 10
10 8 9
10 9 2
10 10 10
11 1 8
11 2 2
11 3 6
11 4 10
11 5 2
11 6 10
11 7 9
11 8 9
11 9 5
11 10 9
12 1 5
12 2 10
12 3 6
12 4 3
12 5 9
12 6 7
12 7 8
12 8 4
12 9 10
12 10 8
13 1 5
13 2 8
13 3 6
13 4 2
13 5 8
13 6 4
13 7 7
13 8 1
13 9 2
13 10 9
14 1 10
14 2 4
14 3 7
14 4 7
14 5 10
14 6 3
14 7 2
14 8 8
14 9 8
14 10 6
15 1 6
15 2 7
15 3 2
15 4 9
15 5 2
15 6 1
15 7 9
15 8 6
15 9 2
15 10 2
16 1 8
16 2 5
16 3 2
16 4 5
16 5 7
16 6 4
16 7 5
16 8 8
16 9 5
16 10 5
17 1 2
17 2 9
17 3 9
17 4 4
17 5 1
17 6 7
17 7 1
17 8 7
17 9 2
17 10 8
18 1 10
18 2 7
18 3 5
18 4 2
18 5 3
18 6 1
18 7 3
18 8 10
18 9 4
18 10 6
19 1 6
19 2 5
19 3 9
19 4 1
19 5 7
19 6 10
19 7 4
19 8 10
19 9 4
19 10 7
20 1 9
20 2 2
20 3 1
20 4 8
20 5 5
20 6 2
20 7 2
20 8 5
20 9 1
20 10 7
21 1 7
21 2 3
21 3 8
21 4 6
21 5 1
21 6 9
21 7 2
21 8 4
21 9 6
21 10 3
22 1 10
22 2 1
22 3 9
22 4 1
22 5 9
22 6 6
22 7 9
22 8 8
22 9 5
22 10 3
23 1 6
23 2 10
23 3 4
23 4 2
23 5 1
23 6 9
23 7 1
23 8 3
23 9 2
23 10 8
24 1 4
24 2 10
24 3 2
24 4 4
24 5 1
24 6 2
24 7 9
24 8 3
24 9 6
24 10 2
25 1 10
