1500 50
1 1 3
1 2 3
1 3 9
1 4 6
1 5 4
1 6 4
1 7 9
1 8 9
1 9 4
1 10 9
1 11 2
1 12 5
1 13 9
1 14 10
1 15 8
1 16 4
1 17 8
1 18 2
1 19 6
1 20 4
1 21 8
1 22 5
1 23 8
1 24 5
1 25 9
1 26 2
1 27 2
1 28 5
1 29 6
1 30 10
1 31 7
1 32 7
1 33 8
1 34 7
1 35 5
1 36 6
1 37 6
1 38 10
1 39 7
1 40 7
1 41 10
1 42 9
1 43 4
1 44 6
1 45 1
1 46 2
1 47 2
1 48 6
1 49 2
1 50 4
2 1 5
2 2 9
2 3 2
2 4 10
2 5 7
2 6 3
2 7 6
2 8 8
2 9 7
2 10 5
2 11 10
2 12 4
2 13 9
2 14 2
2 15 7
2 16 1
2 17 8
2 18 8
2 19 6
2 20 4
2 21 1
2 22 5
2 23 5
2 24 4
2 25 5
2 26 3
2 27 4
2 28 8
2 29 10
2 30 6
2 31 3
2 32 4
2 33 6
2 34 7
2 35 2
2 36 5
2 37 10
2 38 3
2 39 9
2 40 3
2 41 6
2 42 2
2 43 5
2 44 5
2 45 7
2 46 1
2 47 8
2 48 6
2 49 2
2 50 3
3 1 1
3 2 4
3 3 3
3 4 9
3 5 3
3 6 1
3 7 9
3 8 8
3 9 9
3 10 3
3 11 5
3 12 3
3 13 1
3 14 9
3 15 3
3 16 7
3 17 5
3 18 9
3 19 5
3 20 3
3 21 8
3 22 2
3 23 10
3 24 2
3 25 7
3 26 6
3 27 6
3 28 2
3 29 7
3 30 8
3 31 8
3 32 5
3 33 9
3 34 7
3 35 9
3 36 3
3 37 4
3 38 4
3 39 3
3 40 5
3 41 8
3 42 8
3 43 4
3 44 5
3 45 5
3 46 9
3 47 5
3 48 1
3 49 6
3 50 10
4 1 1
4 2 7
4 3 2
4 4 4
4 5 9
4 6 3
4 7 9
4 8 9
4 9 7
4 10 8
4 11 5
4 12 3
4 13 2
4 14 10
4 15 6
4 16 1
4 17 2
4 18 1
4 19 3
4 20 10
4 21 1
4 22 10
4 23 7
4 24 9
4 25 8
4 26 5
4 27 2
4 28 3
4 29 4
4 30 5
4 31 5
4 32 8
4 33 8
4 34 1
4 35 4
4 36 6
4 37 9
4 38 3
4 39 10
4 40 10
4 41 10
4 42 9
4 43 3
4 44 4
4 45 8
4 46 10
4 47 10
4 48 5
4 49 5
4 50 1
5 1 3
5 2 6
5 3 1
5 4 5
5 5 5
5 6 6
5 7 1
5 8 8
5 9 2
5 10 1
5 11 9
5 12 4
5 13 2
5 14 9
5 15 4
5 16 9
5 17 6
5 18 5
5 19 6
5 20 9
5 21 3
5 22 2
5 23 5
5 24 3
5 25 6
5 26 10
5 27 9
5 28 2
5 29 9
5 30 9
5 31 6
5 32 3
5 33 3
5 34 7
5 35 4
5 36 8
5 37 9
5 38 4
5 39 5
5 40 4
5 41 3
5 42 3
5 43 4
5 44 5
5 45 10
5 46 8
5 47 4
5 48 6
5 49 5
5 50 10
6 1 5
6 2 3
6 3 4
6 4 6
6 5 10
6 6 2
6 7 4
6 8 9
6 9 3
6 10 4
6 11 5
6 12 5
6 13 1
6 14 10
6 15 3
6 16 7
6 17 2
6 18 10
6 19 9
6 20 5
6 21 2
6 22 5
6 23 2
6 24 9
6 25 5
6 26 6
6 27 6
6 28 5
6 29 4
6 30 8
6 31 9
6 32 5
6 33 7
6 34 6
6 35 4
6 36 10
6 37 8
6 38 4
6 39 3
6 40 2
6 41 6
6 42 9
6 43 10
6 44 4
6 45 2
6 46 4
6 47 9
6 48 6
6 49 8
6 50 3
7 1 2
7 2 4
7 3 6
7 4 8
7 5 4
7 6 2
7 7 7
7 8 10
7 9 5
7 10 3
7 11 5
7 12 10
7 13 9
7 14 1
7 15 4
7 16 4
7 17 3
7 18 4
