300 20
1 1 2
1 2 8
1 3 8
1 4 5
1 5 1
1 6 4
1 7 1
1 8 8
1 9 1
1 10 10
1 11 3
1 12 9
1 13 10
1 14 5
1 15 8
1 16 7
1 17 10
1 18 9
1 19 7
1 20 1
2 1 7
2 2 1
2 3 10
2 4 8
2 5 7
2 6 5
2 7 2
2 8 1
2 9 9
2 10 5
2 11 10
2 12 4
2 13 10
2 14 1
2 15 10
2 16 7
2 17 9
2 18 5
2 19 3
2 20 5
3 1 6
3 2 2
3 3 4
3 4 9
3 5 2
3 6 10
3 7 5
3 8 4
3 9 8
3 10 2
3 11 2
3 12 5
3 13 7
3 14 4
3 15 6
3 16 7
3 17 7
3 18 10
3 19 7
3 20 1
4 1 10
4 2 9
4 3 10
4 4 2
4 5 1
4 6 2
4 7 6
4 8 9
4 9 3
4 10 8
4 11 3
4 12 10
4 13 1
4 14 7
4 15 6
4 16 5
4 17 5
4 18 9
4 19 3
4 20 9
5 1 7
5 2 7
5 3 8
5 4 7
5 5 6
5 6 10
5 7 7
5 8 7
5 9 9
5 10 4
5 11 2
5 12 4
5 13 2
5 14 1
5 15 10
5 16 6
5 17 2
5 18 3
5 19 7
5 20 3
6 1 8
6 2 10
6 3 1
6 4 5
6 5 7
6 6 2
6 7 1
6 8 2
6 9 10
6 10 3
6 11 4
6 12 4
6 13 10
6 14 7
6 15 9
6 16 3
6 17 1
6 18 4
6 19 1
6 20 5
7 1 2
7 2 10
7 3 7
7 4 3
7 5 1
7 6 2
7 7 2
7 8 8
7 9 9
7 10 10
7 11 2
7 12 5
7 13 2
7 14 9
7 15 3
7 16 5
7 17 8
7 18 3
7 19 8
7 20 2
8 1 10
8 2 1
8 3 2
8 4 1
8 5 6
8 6 6
8 7 3
8 8 2
8 9 8
8 10 3
8 11 10
8 12 6
8 13 10
8 14 3
8 15 8
8 16 3
8 17 6
8 18 10
8 19 1
8 20 9
9 1 9
9 2 8
9 3 10
9 4 6
9 5 9
9 6 1
9 7 6
9 8 9
9 9 7
9 10 1
9 11 10
9 12 3
9 13 2
9 14 8
9 15 8
9 16 3
9 17 6
9 18 2
9 19 3
9 20 10
10 1 9
10 2 10
10 3 7
10 4 2
10 5 10
10 6 2
10 7 7
10 8 7
10 9 8
10 10 10
10 11 3
10 12 7
10 13 3
10 14 5
10 15 10
10 16 4
10 17 10
10 18 7
10 19 8
10 20 9
11 1 9
11 2 6
11 3 9
11 4 7
11 5 3
11 6 9
11 7 7
11 8 7
11 9 2
11 10 4
11 11 5
11 12 4
11 13 2
11 14 5
11 15 7
11 16 1
11 17 3
11 18 8
11 19 10
11 20 4
12 1 10
12 2 2
12 3 10
12 4 10
12 5 3
12 6 1
12 7 9
12 8 2
12 9 10
12 10 6
12 11 2
12 12 10
12 13 2
12 14 9
12 15 5
12 16 8
12 17 9
12 18 6
12 19 5
12 20 1
13 1 2
13 2 6
13 3 8
13 4 7
13 5 8
13 6 9
13 7 10
13 8 8
13 9 9
13 10 7
13 11 4
13 12 10
13 13 1
13 14 5
13 15 5
13 16 7
13 17 8
13 18 4
13 19 4
13 20 7
14 1 7
14 2 3
14 3 6
14 4 2
14 5 8
14 6 5
14 7 6
14 8 3
14 9 6
14 10 2
14 11 10
14 12 10
14 13 5
14 14 9
14 15 8
14 16 5
14 17 3
14 18 2
14 19 4
14 20 9
15 1 3
15 2 6
15 3 4
15 4 4
15 5 9
15 6 6
15 7 7
15 8 4
15 9 7
15 10 9
15 11 4
15 12 9
15 13 10
15 14 3
15 15 4
15 16 5
15 17 2
15 18 5
15 19 10
15 20 9
16 1 7
16 2 5
16 3 8
16 4 4
16 5 10
16 6 4
16 7 3
16 8 2
16 9 7
16 10 8
16 11 1
16 12 4
16 13 6
16 14 3
16 15 4
16 16 1
16 17 4
16 18 2
16 19 3
16 20 9
17 1 10
17 2 2
17 3 8
17 4 10
17 5 6
17 6 2
17 7 9
17 8 5
17 9 5
17 10 10
17 11 10
17 12 6
17 13 1
17 14 8
17 15 6
17 16 5
17 17 4
17 18 2
17 19 10
17 20 2
18 1 5
18 2 10
18 3 8
18 4 1
18 5 10
18 6 8
18 7 10
18 8 9
18 9 9
18 10 8
18 11 2
18 12 10
18 13 10
18 14 6
18 15 2
18 16 4
18 17 9
18 18 10
18 19 9
18 20 2
19 1 9
19 2 1
19 3 7
19 4 5
19 5 5
19 6 1
19 7 4
19 8 7
19 9 1
19 10 6
19 11 1
19 12 7
19 13 1
19 14 5
19 15 5
19 16 4
19 17 9
19 18 4
19 19 3
19 20 1
20 1 9
20 2 6
20 3 1
20 4 1
20 5 10
20 6 5
20 7 10
20 8 5
20 9 6
20 10 5
20 11 10
20 12 8
20 13 9
20 14 5
20 15 3
20 16 10
20 17 3
20 18 7
20 19 2
20 20 6
21 1 10
21 2 5
21 3 2
21 4 8
21 5 4
21 6 3
21 7 2
21 8 3
21 9 3
21 10 8
21 11 5
21 12 9
21 13 6
21 14 7
21 15 5
21 16 3
21 17 2
21 18 2
21 19 5
21 20 2
22 1 10
22 2 6
22 3 9
22 4 1
22 5 2
22 6 10
22 7 4
22 8 1
22 9 5
22 10 9
22 11 5
22 12 5
22 13 10
22 14 2
22 15 2
22 16 3
22 17 9
22 18 10
22 19 2
22 20 8
23 1 4
23 2 9
23 3 10
23 4 3
23 5 1
23 6 1
23 7 7
23 8 5
23 9 6
23 10 8
23 11 3
23 12 9
23 13 9
23 14 4
23 15 8
23 16 5
23 17 9
23 18 5
23 19 5
23 20 2
24 1 5
24 2 3
24 3 9
24 4 6
24 5 5
24 6 4
24 7 2
24 8 7
24 9 8
24 10 7
24 11 6
24 12 10
24 13 4
24 14 6
24 15 7
24 16 3
24 17 9
24 18 10
24 19 2
24 20 9
25 1 1
25 2 8
25 3 6
25 4 10
25 5 10
25 6 8
25 7 5
25 8 1
25 9 4
25 10 3
25 11 2
25 12 1
25 13 3
25 14 8
25 15 9
25 16 6
25 17 6
25 18 5
25 19 9
25 20 10
26 1 6
26 2 4
26 3 2
26 4 3
26 5 5
26 6 9
26 7 4
26 8 8
26 9 8
26 10 9
26 11 2
26 12 4
26 13 6
26 14 5
26 15 7
26 16 9
26 17 10
26 18 5
26 19 3
26 20 1
27 1 9
27 2 7
27 3 9
27 4 9
27 5 9
27 6 10
27 7 5
27 8 2
27 9 1
27 10 8
27 11 10
27 12 7
27 13 4
27 14 10
27 15 4
27 16 7
27 17 1
27 18 10
27 19 8
27 20 2
28 1 7
28 2 3
28 3 7
28 4 8
28 5 10
28 6 2
28 7 6
28 8 6
28 9 9
28 10 9
28 11 7
28 12 5
28 13 1
28 14 10
28 15 9
28 16 2
28 17 10
28 18 2
28 19 7
28 20 4
29 1 4
29 2 2
29 3 6
29 4 6
29 5 5
29 6 8
29 7 5
29 8 8
29 9 6
29 10 7
29 11 7
29 12 10
29 13 5
29 14 8
29 15 9
29 16 3
29 17 8
29 18 4
29 19 3
29 20 1
30 1 7
30 2 6
30 3 1
30 4 7
30 5 7
30 6 9
30 7 8
30 8 9
30 9 5
30 10 6
30 11 2
30 12 8
30 13 6
30 14 8
30 15 6
30 16 5
30 17 3
30 18 5
30 19 9
30 20 2
31 1 6
31 2 3
31 3 5
31 4 6
31 5 4
31 6 6
31 7 3
31 8 9
31 9 6
31 10 5
31 11 9
31 12 4
31 13 3
31 14 7
31 15 7
31 16 1
31 17 4
31 18 9
31 19 10
31 20 1
32 1 9
32 2 3
32 3 2
32 4 10
32 5 1
32 6 9
32 7 5
32 8 1
32 9 4
32 10 6
32 11 8
32 12 9
32 13 7
32 14 8
32 15 9
32 16 7
32 17 3
32 18 2
32 19 2
32 20 4
33 1 4
33 2 4
33 3 9
33 4 3
33 5 8
33 6 6
33 7 4
33 8 7
33 9 2
33 10 10
33 11 10
33 12 8
33 13 4
33 14 4
33 15 4
33 16 2
33 17 3
33 18 6
33 19 8
33 20 10
34 1 5
34 2 10
34 3 10
34 4 1
34 5 9
34 6 10
34 7 3
34 8 9
34 9 10
34 10 1
34 11 2
34 12 6
34 13 7
34 14 4
34 15 5
34 16 8
34 17 7
34 18 6
34 19 10
34 20 9
35 1 10
35 2 3
35 3 2
35 4 10
35 5 1
35 6 8
35 7 4
35 8 5
35 9 2
35 10 6
35 11 7
35 12 9
35 13 9
35 14 2
35 15 4
35 16 2
35 17 1
35 18 9
35 19 1
35 20 8
36 1 10
36 2 3
36 3 9
36 4 6
36 5 6
36 6 8
36 7 9
36 8 7
36 9 10
36 10 8
36 11 5
36 12 8
36 13 7
36 14 6
36 15 1
36 16 5
36 17 4
36 18 8
36 19 8
36 20 10
37 1 5
37 2 5
37 3 6
37 4 10
37 5 7
37 6 6
37 7 7
37 8 1
37 9 2
37 10 9
37 11 2
37 12 3
37 13 4
37 14 7
37 15 7
37 16 10
37 17 1
37 18 5
37 19 5
37 20 7
38 1 7
38 2 3
38 3 7
38 4 4
38 5 9
38 6 5
38 7 9
38 8 5
38 9 4
38 10 9
38 11 9
38 12 7
38 13 7
38 14 4
38 15 3
38 16 2
38 17 9
38 18 3
38 19 3
38 20 6
39 1 10
39 2 1
39 3 5
39 4 3
39 5 10
39 6 5
39 7 9
39 8 3
39 9 7
39 10 6
39 11 2
39 12 10
39 13 2
39 14 6
39 15 9
39 16 3
39 17 10
39 18 7
39 19 6
39 20 5
40 1 10
40 2 6
40 3 9
40 4 1
40 5 4
40 6 10
40 7 5
40 8 3
40 9 7
40 10 7
40 11 4
40 12 8
40 13 8
40 14 7
40 15 9
40 16 4
40 17 5
40 18 5
40 19 5
40 20 10
41 1 7
41 2 10
41 3 8
41 4 4
41 5 9
41 6 10
41 7 1
41 8 1
41 9 3
41 10 5
41 11 1
41 12 2
41 13 2
41 14 1
41 15 10
41 16 4
41 17 9
41 18 8
41 19 7
41 20 7
42 1 7
42 2 2
42 3 4
42 4 6
42 5 5
42 6 6
42 7 9
42 8 5
42 9 5
42 10 3
42 11 5
42 12 1
42 13 3
42 14 2
42 15 9
42 16 3
42 17 4
42 18 10
42 19 9
42 20 10
43 1 9
43 2 1
43 3 8
43 4 8
43 5 9
43 6 3
43 7 1
43 8 10
43 9 5
43 10 5
43 11 1
43 12 8
43 13 1
43 14 3
43 15 6
43 16 4
43 17 3
43 18 5
