1000 30
1 1 1
1 2 2
1 3 8
1 4 1
1 5 9
1 6 5
1 7 7
1 8 2
1 9 7
1 10 8
1 11 2
1 12 10
1 13 3
1 14 5
1 15 6
1 16 7
1 17 8
1 18 1
1 19 6
1 20 6
1 21 7
1 22 9
1 23 2
1 24 3
1 25 8
1 26 2
1 27 1
1 28 2
1 29 9
1 30 5
2 1 10
2 2 1
2 3 4
2 4 7
2 5 5
2 6 10
2 7 10
2 8 2
2 9 3
2 10 3
2 11 10
2 12 2
2 13 1
2 14 3
2 15 2
2 16 10
2 17 5
2 18 5
2 19 9
2 20 6
2 21 1
2 22 3
2 23 2
2 24 9
2 25 1
2 26 2
2 27 6
2 28 7
2 29 8
2 30 10
3 1 1
3 2 7
3 3 1
3 4 10
3 5 9
3 6 5
3 7 4
3 8 2
3 9 9
3 10 2
3 11 9
3 12 5
3 13 5
3 14 8
3 15 1
3 16 10
3 17 7
3 18 3
3 19 10
3 20 9
3 21 10
3 22 5
3 23 3
3 24 2
3 25 2
3 26 2
3 27 10
3 28 9
3 29 6
3 30 10
4 1 6
4 2 9
4 3 1
4 4 8
4 5 6
4 6 3
4 7 4
4 8 8
4 9 4
4 10 5
4 11 8
4 12 1
4 13 6
4 14 8
4 15 8
4 16 6
4 17 9
4 18 6
4 19 4
4 20 7
4 21 8
4 22 1
4 23 7
4 24 4
4 25 7
4 26 5
4 27 5
4 28 6
4 29 8
4 30 9
5 1 5
5 2 2
5 3 2
5 4 2
5 5 8
5 6 10
5 7 8
5 8 7
5 9 7
5 10 8
5 11 1
5 12 5
5 13 5
5 14 4
5 15 7
5 16 2
5 17 8
5 18 2
5 19 5
5 20 1
5 21 1
5 22 1
5 23 2
5 24 4
5 25 8
5 26 2
5 27 4
5 28 3
5 29 1
5 30 8
6 1 5
6 2 4
6 3 9
6 4 5
6 5 7
6 6 1
6 7 6
6 8 4
6 9 5
6 10 4
6 11 2
6 12 6
6 13 10
6 14 9
6 15 2
6 16 2
6 17 5
6 18 8
6 19 1
6 20 2
6 21 6
6 22 9
6 23 8
6 24 3
6 25 3
6 26 2
6 27 5
6 28 4
6 29 3
6 30 6
7 1 8
7 2 5
7 3 2
7 4 2
7 5 3
7 6 4
7 7 5
7 8 10
7 9 4
7 10 2
7 11 4
7 12 6
7 13 3
7 14 7
7 15 3
7 16 2
7 17 5
7 18 5
7 19 2
7 20 2
7 21 1
7 22 7
7 23 3
7 24 2
7 25 1
7 26 5
7 27 6
7 28 7
7 29 6
7 30 2
8 1 9
8 2 5
8 3 5
8 4 3
8 5 10
8 6 4
8 7 8
8 8 6
8 9 4
8 10 10
8 11 10
8 12 5
8 13 9
8 14 4
8 15 3
8 16 8
8 17 1
8 18 10
8 19 1
8 20 6
8 21 5
8 22 10
8 23 6
8 24 6
8 25 1
8 26 1
8 27 10
8 28 10
8 29 2
8 30 4
9 1 4
9 2 8
9 3 1
9 4 6
9 5 8
9 6 9
9 7 8
9 8 9
9 9 4
9 10 7
9 11 6
9 12 9
9 13 3
9 14 2
9 15 4
9 16 8
9 17 6
9 18 10
9 19 5
9 20 5
9 21 5
9 22 1
9 23 6
9 24 6
9 25 6
9 26 10
9 27 5
9 28 2
9 29 6
9 30 9
10 1 7
10 2 3
10 3 5
10 4 6
10 5 3
10 6 9
10 7 4
10 8 4
10 9 9
10 10 9
10 11 9
10 12 7
10 13 2
10 14 9
10 15 3
10 16 5
10 17 7
10 18 6
10 19 9
10 20 5
10 21 6
10 22 1
10 23 5
10 24 5
10 25 9
10 26 5
10 27 3
10 28 5
10 29 6
10 30 9
11 1 9
11 2 9
11 3 10
11 4 9
11 5 10
11 6 7
11 7 6
11 8 9
11 9 9
11 10 9
11 11 9
11 12 6
11 13 6
11 14 9
11 15 2
11 16 3
11 17 3
11 18 1
11 19 10
11 20 7
11 21 9
11 22 1
11 23 7
11 24 9
11 25 8
11 26 9
11 27 5
11 28 2
11 29 7
11 30 7
12 1 1
12 2 3
12 3 9
12 4 7
12 5 2
12 6 10
12 7 4
12 8 1
12 9 4
12 10 6
12 11 10
12 12 4
12 13 7
12 14 3
12 15 2
12 16 4
12 17 8
12 18 4
12 19 1
12 20 5
12 21 10
12 22 4
12 23 2
12 24 9
12 25 7
12 26 4
12 27 10
12 28 7
12 29 3
12 30 1
13 1 1
13 2 9
13 3 10
13 4 7
13 5 10
13 6 7
13 7 4
13 8 8
13 9 5
13 10 10
13 11 9
13 12 1
13 13 3
13 14 9
13 15 5
13 16 8
13 17 3
13 18 3
13 19 6
13 20 10
13 21 9
13 22 5
13 23 6
13 24 4
13 25 4
13 26 8
13 27 5
13 28 6
13 29 9
13 30 6
14 1 9
14 2 2
14 3 7
14 4 4
14 5 6
14 6 3
14 7 8
14 8 5
14 9 9
14 10 10
14 11 7
14 12 3
14 13 10
14 14 4
14 15 2
14 16 9
14 17 3
14 18 7
14 19 6
14 20 2
14 21 7
14 22 3
14 23 1
14 24 4
14 25 3
14 26 7
14 27 3
14 28 10
14 29 1
14 30 5
15 1 5
15 2 10
15 3 1
15 4 5
15 5 7
15 6 4
15 7 4
15 8 5
15 9 1
15 10 8
15 11 8
15 12 2
15 13 5
15 14 1
15 15 8
15 16 7
15 17 3
15 18 5
15 19 2
15 20 5
15 21 9
15 22 1
15 23 5
15 24 5
15 25 5
15 26 5
15 27 3
15 28 5
15 29 1
15 30 2
16 1 8
16 2 5
16 3 10
16 4 4
16 5 4
16 6 9
16 7 8
16 8 4
16 9 5
16 10 2
16 11 7
16 12 5
16 13 10
16 14 8
16 15 4
16 16 4
16 17 7
16 18 9
16 19 2
16 20 5
16 21 1
16 22 6
16 23 8
16 24 6
16 25 5
16 26 10
16 27 8
16 28 4
16 29 3
16 30 6
17 1 1
17 2 2
17 3 9
17 4 1
17 5 8
17 6 7
17 7 2
17 8 10
17 9 3
17 10 3
17 11 8
17 12 8
17 13 6
17 14 2
17 15 10
17 16 9
17 17 4
17 18 8
17 19 3
17 20 6
17 21 2
17 22 8
17 23 6
17 24 8
17 25 7
17 26 9
17 27 9
17 28 7
17 29 9
17 30 1
18 1 4
18 2 10
18 3 9
18 4 7
18 5 9
18 6 1
18 7 10
18 8 9
18 9 8
18 10 4
18 11 5
18 12 5
18 13 2
18 14 5
18 15 8
18 16 6
18 17 9
18 18 4
18 19 10
18 20 2
18 21 9
18 22 8
18 23 7
18 24 5
18 25 5
18 26 2
18 27 4
18 28 4
18 29 2
18 30 1
19 1 4
19 2 1
19 3 9
19 4 3
19 5 3
19 6 6
19 7 9
19 8 7
19 9 8
19 10 1
19 11 2
19 12 2
19 13 3
19 14 5
19 15 4
19 16 7
19 17 10
19 18 4
19 19 9
19 20 4
19 21 4
19 22 6
19 23 9
19 24 2
19 25 5
19 26 2
19 27 1
19 28 10
19 29 7
19 30 7
20 1 3
20 2 4
20 3 10
20 4 9
20 5 7
20 6 9
20 7 3
20 8 3
20 9 2
20 10 2
20 11 3
20 12 10
20 13 8
20 14 1
20 15 3
20 16 4
20 17 10
20 18 7
20 19 2
20 20 8
20 21 3
20 22 10
20 23 2
20 24 10
20 25 8
20 26 2
20 27 3
20 28 2
20 29 7
20 30 3
