150 10
1 1 5
1 2 9
1 3 3
1 4 7
1 5 6
1 6 2
1 7 9
1 8 2
1 9 6
1 10 3
2 1 1
2 2 9
2 3 7
2 4 2
2 5 6
2 6 4
2 7 9
2 8 7
2 9 4
2 10 10
3 1 6
3 2 3
3 3 4
3 4 1
3 5 7
3 6 7
3 7 9
3 8 7
3 9 8
3 10 8
4 1 10
4 2 7
4 3 5
4 4 10
4 5 3
4 6 9
4 7 10
4 8 6
4 9 3
4 10 2
5 1 10
5 2 3
5 3 4
5 4 4
5 5 8
5 6 6
5 7 1
5 8 4
5 9 1
5 10 8
6 1 5
6 2 2
6 3 4
6 4 6
6 5 8
6 6 2
6 7 10
6 8 8
6 9 3
6 10 7
7 1 9
7 2 3
7 3 1
7 4 1
7 5 4
7 6 10
7 7 3
7 8 6
7 9 4
7 10 10
8 1 4
8 2 2
8 3 9
8 4 1
8 5 4
8 6 3
8 7 6
8 8 10
8 9 5
8 10 7
9 1 2
9 2 5
9 3 5
9 4 6
9 5 3
9 6 9
9 7 5
9 8 7
9 9 1
9 10 8
10 1 3
10 2 10
10 3 7
10 4 10
10 5 10
10 6 10
10 7 8
10 8 7
10 9 10
10 10 2
11 1 4
11 2 2
11 3 5
11 4 4
11 5 2
11 6 5
11 7 2
11 8 5
11 9 3
11 10 2
12 1 4
12 2 1
12 3 3
12 4 7
12 5 7
12 6 1
12 7 3
12 8 7
12 9 9
12 10 9
13 1 9
13 2 6
13 3 1
13 4 10
13 5 1
13 6 8
13 7 4
13 8 5
13 9 7
13 10 6
14 1 2
14 2 6
14 3 3
14 4 10
14 5 3
14 6 1
14 7 6
14 8 8
14 9 1
14 10 3
15 1 2
15 2 9
15 3 7
15 4 6
15 5 3
15 6 2
15 7 9
15 8 6
15 9 8
15 10 8
16 1 3
16 2 6
16 3 8
16 4 4
16 5 10
16 6 1
16 7 9
16 8 10
16 9 7
16 10 8
17 1 3
17 2 10
17 3 7
17 4 3
17 5 5
17 6 5
17 7 9
17 8 4
17 9 9
17 10 9
18 1 6
18 2 2
18 3 1
18 4 4
18 5 2
18 6 9
18 7 10
18 8 1
18 9 8
18 10 3
19 1 9
19 2 3
19 3 7
19 4 2
19 5 3
19 6 7
19 7 4
19 8 8
19 9 10
19 10 10
20 1 10
20 2 7
20 3 7
20 4 9
20 5 4
20 6 1
20 7 2
20 8 8
20 9 4
20 10 7
21 1 2
21 2 7
21 3 10
21 4 6
21 5 1
21 6 10
21 7 5
21 8 9
21 9 7
21 10 1
22 1 2
22 2 4
22 3 10
22 4 10
22 5 2
22 6 2
22 7 2
22 8 10
22 9 6
22 10 6
23 1 4
23 2 3
23 3 1
23 4 2
23 5 3
23 6 6
23 7 4
23 8 2
23 9 2
23 10 8
24 1 5
24 2 4
24 3 7
24 4 10
24 5 4
24 6 7
24 7 9
24 8 10
24 9 8
24 10 8
25 1 8
25 2 8
25 3 6
25 4 5
25 5 7
25 6 3
25 7 2
25 8 9
25 9 5
25 10 7
26 1 4
26 2 4
26 3 9
26 4 10
26 5 5
26 6 10
26 7 3
26 8 2
26 9 2
26 10 8
27 1 5
27 2 4
27 3 9
27 4 9
27 5 8
27 6 4
27 7 8
27 8 4
27 9 3
27 10 6
28 1 7
28 2 2
28 3 8
28 4 1
28 5 2
28 6 4
28 7 2
28 8 3
28 9 10
28 10 7
29 1 2
29 2 9
29 3 5
29 4 2
29 5 7
29 6 1
29 7 4
29 8 1
29 9 6
29 10 5
30 1 5
30 2 2
30 3 9
30 4 10
30 5 8
30 6 1
30 7 2
30 8 4
30 9 5
30 10 7
31 1 9
31 2 10
31 3 7
31 4 4
31 5 3
31 6 3
31 7 7
31 8 9
31 9 3
31 10 2
32 1 9
32 2 6
32 3 1
32 4 7
32 5 8
32 6 6
32 7 10
32 8 3
32 9 7
32 10 3
33 1 10
33 2 5
33 3 1
33 4 7
33 5 6
33 6 4
33 7 5
33 8 5
33 9 1
33 10 3
34 1 3
34 2 6
34 3 7
34 4 3
34 5 9
34 6 4
34 7 8
34 8 2
34 9 6
34 10 2
35 1 10
35 2 10
35 3 3
35 4 7
35 5 9
35 6 9
35 7 3
35 8 6
35 9 2
35 10 6
36 1 5
36 2 2
36 3 3
36 4 5
36 5 6
36 6 7
36 7 2
36 8 9
36 9 5
36 10 9
37 1 10
37 2 2
37 3 9
37 4 4
37 5 5
37 6 4
37 7 6
37 8 6
37 9 10
37 10 10
38 1 10
38 2 4
38 3 5
38 4 5
38 5 5
38 6 10
38 7 4
38 8 10
38 9 5
38 10 2
39 1 1
39 2 1
39 3 3
39 4 2
39 5 9
39 6 4
39 7 10
39 8 8
39 9 3
39 10 2
40 1 9
40 2 3
40 3 3
40 4 4
40 5 5
40 6 5
40 7 10
40 8 3
40 9 2
40 10 10
41 1 4
41 2 4
41 3 8
41 4 2
41 5 9
41 6 4
41 7 5
41 8 3
41 9 7
41 10 1
42 1 4
42 2 4
42 3 10
42 4 7
42 5 8
42 6 8
42 7 10
42 8 1
42 9 8
42 10 10
43 1 1
43 2 7
43 3 2
43 4 3
43 5 7
43 6 1
43 7 8
43 8 8
43 9 8
43 10 5
44 1 2
44 2 9
44 3 3
44 4 7
44 5 9
44 6 5
44 7 10
44 8 8
44 9 4
44 10 2
45 1 5
45 2 4
45 3 9
45 4 2
45 5 3
45 6 4
45 7 2
45 8 9
45 9 1
45 10 1
46 1 8
46 2 2
46 3 9
46 4 7
46 5 9
46 6 1
46 7 2
46 8 5
46 9 7
46 10 9
47 1 1
47 2 5
47 3 3
47 4 8
47 5 1
47 6 10
47 7 2
47 8 3
47 9 4
47 10 5
48 1 4
48 2 4
48 3 8
48 4 8
48 5 10
48 6 8
48 7 9
48 8 7
48 9 4
48 10 2
49 1 9
49 2 8
49 3 2
49 4 4
49 5 7
49 6 1
49 7 1
49 8 6
49 9 8
49 10 1
50 1 2
50 2 2
50 3 1
50 4 1
50 5 8
50 6 5
50 7 7
50 8 5
50 9 3
50 10 7
51 1 7
51 2 8
51 3 10
51 4 10
51 5 8
51 6 7
51 7 2
51 8 8
51 9 9
51 10 4
52 1 6
52 2 3
52 3 2
52 4 4
52 5 4
52 6 4
52 7 1
52 8 7
52 9 8
52 10 5
53 1 9
53 2 8
53 3 8
53 4 2
53 5 8
53 6 8
53 7 10
53 8 4
53 9 4
53 10 1
54 1 3
54 2 5
54 3 3
54 4 4
54 5 9
54 6 9
54 7 7
54 8 4
54 9 6
54 10 1
55 1 1
55 2 4
55 3 1
55 4 8
55 5 5
55 6 6
55 7 8
55 8 3
55 9 1
55 10 4
56 1 5
56 2 2
56 3 7
56 4 10
56 5 9
56 6 9
56 7 2
56 8 3
56 9 7
56 10 9
57 1 6
57 2 5
57 3 5
57 4 5
57 5 4
57 6 3
57 7 4
57 8 6
57 9 1
57 10 6
58 1 1
58 2 2
58 3 1
58 4 2
58 5 7
58 6 10
58 7 2
58 8 7
58 9 5
58 10 2
59 1 1
59 2 2
59 3 8
59 4 5
59 5 3
59 6 6
59 7 6
59 8 1
59 9 7
59 10 8
60 1 4
60 2 5
60 3 8
60 4 3
60 5 10
60 6 2
60 7 4
60 8 2
60 9 10
60 10 4
61 1 3
61 2 3
61 3 4
61 4 10
61 5 6
61 6 9
61 7 7
61 8 7
61 9 3
61 10 9
62 1 1
62 2 1
62 3 10
62 4 8
62 5 8
62 6 3
62 7 10
62 8 10
62 9 9
62 10 7
63 1 9
63 2 1
63 3 9
63 4 6
63 5 10
63 6 2
63 7 7
63 8 4
63 9 1
63 10 9
64 1 2
64 2 2
64 3 4
64 4 9
64 5 1
64 6 1
64 7 10
64 8 9
64 9 6
64 10 9
65 1 2
65 2 5
65 3 9
65 4 10
65 5 9
65 6 5
65 7 7
65 8 4
65 9 6
65 10 7
66 1 5
66 2 8
66 3 8
66 4 5
66 5 1
66 6 2
66 7 2
66 8 2
66 9 9
66 10 7
67 1 5
67 2 7
67 3 5
67 4 7
67 5 10
67 6 9
67 7 9
67 8 9
67 9 10
67 10 8
68 1 6
68 2 5
68 3 9
68 4 6
68 5 4
68 6 2
68 7 6
68 8 3
68 9 10
68 10 10
69 1 10
69 2 4
69 3 9
69 4 4
69 5 1
69 6 5
69 7 10
69 8 2
69 9 7
69 10 8
70 1 7
70 2 3
70 3 5
70 4 7
70 5 3
70 6 8
70 7 4
70 8 3
70 9 2
70 10 3
71 1 10
71 2 4
71 3 2
71 4 3
71 5 10
71 6 10
71 7 7
71 8 3
71 9 10
71 10 7
72 1 8
72 2 10
72 3 2
72 4 9
72 5 3
72 6 7
72 7 6
72 8 10
72 9 3
72 10 7
73 1 1
73 2 5
73 3 3
73 4 7
73 5 3
73 6 1
73 7 5
73 8 7
73 9 6
73 10 9
74 1 9
74 2 6
74 3 7
74 4 9
74 5 4
74 6 8
74 7 7
74 8 6
74 9 1
74 10 1
75 1 5
75 2 8
75 3 5
75 4 4
75 5 6
75 6 5
75 7 2
75 8 5
75 9 2
75 10 1
76 1 3
76 2 1
76 3 1
76 4 7
76 5 6
76 6 8
76 7 7
76 8 8
76 9 10
76 10 2
77 1 6
77 2 1
77 3 8
77 4 7
77 5 3
77 6 3
77 7 5
77 8 8
77 9 3
77 10 7
78 1 1
78 2 4
78 3 7
78 4 2
78 5 6
78 6 5
78 7 2
78 8 9
78 9 6
78 10 4
79 1 6
79 2 4
79 3 10
79 4 4
79 5 7
79 6 6
79 7 4
79 8 4
79 9 7
79 10 1
80 1 5
80 2 8
80 3 4
80 4 6
80 5 6
80 6 8
80 7 6
80 8 9
80 9 3
80 10 7
81 1 6
81 2 7
81 3 10
81 4 1
81 5 2
81 6 5
81 7 5
81 8 3
81 9 10
81 10 8
82 1 10
82 2 3
82 3 5
82 4 1
82 5 8
82 6 9
82 7 8
82 8 3
82 9 5
82 10 7
83 1 1
83 2 8
83 3 3
83 4 5
83 5 3
83 6 7
83 7 6
83 8 7
83 9 8
83 10 10
84 1 5
84 2 10
84 3 4
84 4 10
84 5 1
84 6 9
84 7 6
84 8 3
84 9 1
84 10 4
85 1 4
85 2 10
85 3 10
85 4 1
85 5 8
85 6 5
85 7 8
85 8 8
85 9 6
85 10 5
86 1 4
86 2 9
86 3 9
86 4 1
86 5 7
86 6 5
86 7 7
86 8 10
86 9 6
86 10 4
87 1 5
87 2 7
87 3 4
87 4 1
87 5 9
87 6 7
87 7 6
87 8 4
87 9 3
87 10 1
88 1 2
88 2 9
88 3 9
88 4 1
88 5 9
88 6 2
88 7 7
88 8 9
88 9 4
88 10 1
89 1 1
89 2 3
89 3 8
89 4 7
89 5 1
89 6 5
89 7 2
89 8 3
89 9 3
89 10 5
90 1 9
90 2 9
90 3 6
90 4 2
90 5 7
90 6 4
90 7 7
90 8 9
90 9 2
90 10 6
91 1 8
91 2 1
91 3 5
91 4 2
91 5 1
91 6 8
91 7 4
91 8 2
91 9 9
91 10 1
92 1 5
92 2 4
92 3 7
92 4 2
92 5 1
92 6 10
92 7 4
92 8 9
92 9 10
92 10 9
93 1 3
93 2 2
93 3 7
93 4 9
93 5 1
93 6 4
93 7 1
93 8 10
93 9 6
93 10 7
94 1 3
94 2 3
94 3 9
94 4 1
94 5 9
94 6 1
94 7 9
94 8 2
94 9 6
94 10 1
95 1 3
95 2 4
95 3 6
95 4 8
95 5 2
95 6 10
95 7 9
95 8 5
95 9 8
95 10 10
96 1 4
96 2 10
96 3 8
96 4 1
96 5 9
96 6 9
96 7 1
96 8 1
96 9 2
96 10 9
97 1 8
97 2 6
97 3 5
97 4 10
97 5 7
97 6 3
97 7 7
97 8 1
97 9 4
97 10 1
98 1 8
98 2 6
98 3 1
98 4 3
98 5 10
98 6 6
98 7 9
98 8 3
98 9 5
98 10 3
99 1 1
99 2 3
99 3 9
99 4 8
99 5 2
99 6 1
99 7 7
99 8 4
99 9 1
99 10 6
100 1 3
100 2 1
100 3 10
100 4 10
100 5 1
100 6 1
100 7 5
100 8 8
100 9 2
100 10 8
101 1 2
101 2 2
101 3 3
101 4 8
101 5 4
101 6 4
101 7 10
101 8 4
101 9 4
101 10 4
102 1 7
102 2 9
102 3 9
102 4 2
102 5 4
102 6 1
102 7 1
102 8 3
102 9 4
102 10 9
103 1 3
103 2 6
103 3 10
103 4 1
103 5 9
103 6 7
103 7 6
103 8 4
103 9 7
103 10 6
104 1 8
104 2 6
104 3 1
104 4 8
104 5 8
104 6 7
104 7 2
104 8 8
104 9 1
104 10 6
105 1 4
105 2 2
105 3 8
105 4 2
105 5 2
105 6 5
105 7 8
105 8 6
105 9 9
105 10 10
106 1 7
106 2 8
106 3 5
106 4 9
106 5 2
106 6 10
106 7 3
106 8 10
106 9 6
106 10 10
107 1 3
107 2 3
107 3 6
107 4 8
107 5 3
107 6 7
107 7 9
107 8 7
107 9 9
107 10 10
108 1 8
108 2 4
108 3 7
108 4 6
108 5 2
108 6 3
108 7 6
108 8 3
108 9 2
108 10 1
109 1 2
109 2 7
109 3 1
109 4 3
109 5 5
109 6 6
109 7 1
109 8 4
109 9 9
109 10 10
110 1 7
110 2 6
110 3 4
110 4 9
110 5 7
110 6 8
110 7 2
110 8 6
110 9 5
110 10 8
111 1 4
111 2 10
111 3 10
111 4 5
111 5 8
111 6 6
111 7 9
111 8 7
111 9 7
111 10 1
112 1 7
112 2 5
112 3 3
112 4 4
112 5 9
112 6 10
112 7 7
112 8 1
112 9 8
112 10 9
113 1 9
113 2 9
113 3 10
113 4 6
113 5 9
113 6 3
113 7 10
113 8 3
113 9 3
113 10 2
114 1 5
114 2 3
114 3 1
114 4 8
114 5 3
114 6 1
114 7 3
114 8 4
114 9 3
114 10 8
115 1 9
115 2 7
115 3 8
115 4 2
115 5 2
115 6 5
115 7 3
115 8 8
115 9 8
115 10 5
116 1 8
116 2 3
116 3 7
116 4 10
116 5 7
116 6 6
116 7 8
116 8 10
116 9 7
116 10 9
117 1 6
117 2 1
117 3 2
117 4 4
117 5 1
117 6 5
117 7 8
117 8 4
117 9 2
117 10 6
118 1 6
118 2 6
118 3 2
118 4 4
118 5 6
118 6 8
118 7 2
118 8 4
118 9 10
118 10 10
119 1 4
119 2 5
119 3 9
119 4 8
119 5 1
119 6 2
119 7 1
119 8 6
119 9 6
119 10 3
120 1 4
120 2 8
120 3 1
120 4 10
120 5 5
120 6 7
120 7 4
120 8 8
120 9 4
120 10 9
121 1 10
121 2 8
121 3 1
121 4 8
121 5 5
121 6 9
121 7 9
121 8 4
121 9 3
121 10 10
122 1 2
122 2 6
122 3 10
122 4 1
122 5 8
122 6 10
122 7 6
122 8 7
122 9 3
122 10 7
123 1 1
123 2 2
123 3 5
123 4 3
123 5 10
123 6 6
123 7 1
123 8 1
123 9 7
123 10 8
124 1 6
124 2 7
124 3 5
124 4 8
124 5 5
124 6 2
124 7 10
124 8 6
124 9 6
124 10 8
125 1 8
125 2 6
125 3 4
125 4 2
125 5 8
125 6 4
125 7 7
125 8 3
125 9 8
125 10 8
126 1 4
126 2 4
126 3 3
126 4 7
126 5 4
126 6 4
126 7 9
126 8 3
126 9 5
126 10 4
127 1 8
127 2 6
127 3 9
127 4 4
127 5 8
127 6 5
127 7 8
127 8 4
127 9 5
127 10 8
128 1 4
128 2 10
128 3 3
128 4 7
128 5 2
128 6 3
128 7 9
128 8 3
128 9 7
128 10 7
129 1 10
129 2 2
129 3 3
129 4 4
129 5 10
129 6 3
129 7 8
129 8 4
129 9 4
129 10 1
130 1 2
130 2 1
130 3 1
130 4 8
130 5 2
130 6 8
130 7 9
130 8 10
130 9 9
130 10 9
131 1 8
131 2 10
131 3 10
131 4 9
131 5 6
131 6 9
131 7 5
131 8 1
131 9 3
131 10 10
132 1 6
132 2 4
132 3 3
132 4 1
132 5 7
132 6 10
132 7 4
132 8 7
132 9 9
132 10 7
133 1 1
133 2 1
133 3 10
133 4 3
133 5 2
133 6 4
133 7 10
133 8 8
133 9 7
133 10 6
134 1 6
134 2 7
134 3 1
134 4 8
134 5 3
134 6 9
134 7 2
134 8 8
134 9 4
134 10 10
135 1 1
135 2 4
135 3 3
135 4 10
135 5 3
135 6 6
135 7 7
135 8 4
135 9 3
135 10 6
136 1 10
136 2 3
136 3 2
136 4 8
136 5 6
136 6 9
136 7 9
136 8 7
136 9 5
136 10 8
137 1 6
137 2 3
137 3 1
137 4 9
137 5 6
137 6 1
137 7 4
137 8 6
137 9 7
137 10 1
138 1 9
138 2 2
138 3 1
138 4 7
138 5 9
138 6 2
138 7 9
138 8 5
138 9 5
138 10 10
139 1 3
139 2 8
139 3 5
139 4 7
139 5 1
139 6 5
139 7 2
139 8 7
139 9 7
139 10 6
140 1 8
140 2 10
140 3 2
140 4 8
140 5 5
140 6 1
140 7 3
140 8 9
140 9 2
140 10 9
141 1 6
141 2 7
141 3 1
141 4 2
141 5 4
141 6 4
141 7 7
141 8 5
141 9 10
141 10 7
142 1 8
142 2 6
142 3 4
142 4 7
142 5 10
142 6 9
142 7 7
142 8 4
142 9 8
142 10 3
143 1 9
143 2 5
143 3 3
143 4 2
143 5 3
143 6 1
143 7 9
143 8 3
143 9 9
143 10 3
144 1 1
144 2 4
144 3 2
144 4 3
144 5 10
144 6 1
144 7 10
144 8 8
144 9 6
144 10 3
145 1 3
145 2 1
145 3 5
145 4 10
145 5 9
145 6 3
145 7 6
145 8 9
145 9 4
145 10 3
146 1 9
146 2 3
146 3 5
146 4 3
146 5 9
146 6 3
146 7 5
146 8 4
146 9 3
146 10 10
147 1 10
147 2 4
147 3 6
147 4 4
147 5 9
147 6 5
147 7 5
147 8 3
147 9 6
147 10 3
148 1 10
148 2 4
148 3 5
148 4 1
148 5 9
148 6 1
148 7 2
148 8 6
148 9 4
148 10 4
149 1 9
149 2 8
149 3 2
149 4 4
149 5 8
149 6 7
149 7 6
149 8 2
149 9 1
149 10 9
150 1 6
150 2 4
150 3 2
150 4 2
150 5 1
150 6 1
150 7 4
150 8 5
150 9 2
150 10 4
